comment,labels
"ну так ума нет, считай калека.
",1
"Не помогает, говорю что ничего особо и не надо, либо слишком дорогое для подарка, но если очень хочется можете денег подарить. Но нет, все равно продолжают дарить всякую ненужную фигню.
",0
"Мне одному его фамилия вечно слышится как Омежко?
",1
"Да, действительно. Если есть доказательства, что машину именно парень сдавал (наверняка же документы есть соответствующие), нельзя ли соотнести эти два факта. Вообще не сильно понятно как можно доказать недействительность по такому основанию
",0
"меня тут на хуй послали и модератор даже не отреагировал, пришлось банить идиота. А ВЫ говорите, что работает .
",0
"Про норм з п это миф. Во всяком случае, если не работаешь на вахте. П программистам вообще ниже рынка з п (во всяком случае, в Москве)
",0
"Поймал темпераментного мужчину в свои сети
",0
"6 тыс, это ну пусть будет пол года времени (думаю меньше), как можно за пол года забыть о замене ремня ГРМ?
",0
"Так ты не по теме гомофорса давай, а в общем. Нахуя ты машешь банхамером? Это не лично твоя доска - не нравится, как общаются некоторые аноны - пили свой сайт и там наводи собственные порядки. Сейчас все выглядит так, что ты встав с утра не с той ноги, начинаешь раздавать баны, увидев там некий намек на срач и пытаясь искусственно зарегулировать доску под какое-то свое виденье того, как доска должна выглядить. Системность следования правилам раздела, отсутствие избирательного отношения или фаворитизма по отношению к тому или иному форсу, - залог стабильного постинга на честной доске. Что ты несешь, шизофреник задроченный? Честная доска? Ты таблеток принял? Кто тебе вообще дал ограничивать право на форс других людей, к тому же относительно фентези сука. Это игра, здесь все выдуманное, але. И вообще, что ты имеешь против гомиков, говна кусок? Ты уже не стесняешься и решил открыто ссать всем обитателям tes в лицо? надоели и стали больно уж натужными, или форсед по-другому. Лично тебе? Повторюсь, создавай свой сайт. Поэтому аноны, упорствующие в гомофорсе, могут и будут забанены на средние сроки - неделю или две. Вообще охуел, чушок. Залетит такое быдло с вконтактов и пикабу, возьмет модераторку и давай из своих туповатых взглядов раздавать баны на право и на лево. Особо упорствующие могут попасть под пермач А я считаю, что тебя должны снять с этой доски. Абу, обрати внимание. Это ебанейший аутист. Таким вообще никакой власти нельзя доверять, это неполноценные люди - даже на доске про компьютерную игру. Совсем поехал, дружок.
",1
"кислводская городская больница. деньги за справки до сих пор берут наличкой, терминалов у них нет и не ожидается. всё для жиетлей. куча бумажек и мукулатуры.. до сих пот трясут фотографии и клеют их на свои бумажки для архива.
",0
"через беларусь объёмы нарастят?
",0
"хорош пиздить фотки с багини
",1
"вернулся в 2019 год чтобы сходить в KFC
",0
"З рабочих по 8 часов, если только так. 300 8 3
",0
"Керум да рожаш. Но меня не расстреляли)
",1
"Т.е. антисеммит по сути - психически больной человек.
",1
"Вы все еще интересуетесь, зачем нужно было поднимать НДС, пенсионный возраст, цены на бензин и вводить налог на самозанятых, уважаемые читатели? Отвечаем: для того, чтобы менеджеры российских государственных корпораций и дальше могли получать больше, чем жители нескольких вместе взятых регионов России
",0
"Вторая жизнь Уве, тоже интересный фильм
",0
"Причём, прошлое выглядит гораздо более привлекательным.
",0
этот сызранский ебасос,1
"кинолог. есть корочки ветврача, техника-осеменителя и ветеринарно-санитарного эксперта, но я ими не пользуюсь. еще какое-то время, года два, довелось работать в техподдержке NBN.
",0
"Смотря у кого заказывать. Я с когда еБея из Кореи заказывал, то доставка была бесплатной. Заказывал себе пятилезвенный станок с батарейкой и 9-ю лезвиями в комплекте за неполных 2000р. С учётом того, что эти лезвия живут дольше, чем gillette fusion. Можно было купить пятилезвенный станок (обычная ручка) с 17-ю лезвиями в комплекте за 2700. Не знаю как сейчас.
",0
"Лахтодырка отрицает свое существование.
",1
"Тито на них нет! Усташей, албанцев - косоваров, босняков - ублюдков, они не судят, курвы!
",1
"ходят со своими колонками блютусными Ладно молодняк. Мозгов нет. Но взрослые? Ехал в маршрутке. Сидит боров здоровый и смотрит без наушников чуть ли не на всю громкость какой-то говносериал про ментов. Непонятно как до человека может не доходить, что он своими дейсвтиями может причинять дискомфорт окружающим. Без этого шумовое загрязнение очень высокое, ещё вот такие долбоёбы кругом. Скоро как в Китае будет. Все будут орать и слушать девайсы без наушников.
",1
"Бля в каком то хмырмиме 2 полосы!
",1
"Новое фото в вк Болею, 37.7. Завтра должна снимать заключительную часть нового видео, сижу дома лечусь, попробую поправиться.
",0
"Никогда не было комплексов по поводу размера груди .Больше всего нравились шутки про капусту , хотя я в детстве очень любила капусту , даже пальца чуть не лишилась из-за любви ( мама резала капусту и я прям под нож руку сунула ).
",0
"1. Не каждая. Просто по факту сочетание суглинок супесь и высокая вода это .... весьма редкий случай для высокого уровня заложения фундамента. А вот с глиной это достаточно часто. Вот специально взял супесь но без воды. И результат см на фото. То есть теоретически да возможна ситуация, Очень тяжёлый дом, вырыли траншею, там хлюпает вода.... 3. см п.1 А зачем, меньше чем 50см не сделать, а её хватает.
",0
"Ух, в таком случае, Альфия можно в Вас войти?",1
"Лошары из блумберга искренне полагают, что здесь кто-то кроме ебанутых детей и приравненных к ним хохлоботов будет возражать против правки конституции, лол. Стадо баранов, блять, просто ебаныхврот. Иногда мне кажется, что толпа консультантов, понабежавшая в сшашку незадолго до и сразу после развала, это не колбасные дебилы, а глубоко законспирированные агенты кгб. Читая наивные, если не сказать инфантильные прогнозы и прогнозики западных структур и публицистов, просто глаза на лоб лезут, насколько люди живут в реалиях ими же формируемого интернета.
",1
"А развитие Китая без заметных кризисов - это и есть признак развивающегося социализма - плановость. А еще это признак развитого гос. капитализма. Где правящая бюрократия просто вовремя купирует все кризисы вливанием ресурсов.В какой-то момент в Китае начал проявляться криззис перепроизводство, так быстр обыли выделены ресурсы на сеть дорог (всех видов, особенно высокоскоростных) и вот, в Китае одна из самых развитых инфраструктур, только подстегнуло рынок. Но окупиться такая инфраструктура могла только в Китае. Но госкапитализм не противоречит социализму. Это элемент. Плановость была признаком социализма во времена СССР, хотя сами Штаты во всю использовали планирование, особенно в космической программе. В США плановость использовали частично, для купирование эффектов капитализма (как кстати и элемнтов социализма). А вот социализм, плановость использует массово, Китай использует его как нормальная коммунистическая страна - везде, где может. Китайцам тогда тоже надо бы поторопиться. США уже четко решили разбираться с Китаем, и второй срок Трампа наверняка станет временем начала активных действий. А куда торопится. При кризисе с США, они схлопнутся и перейдут в социализм, как СССР при Сталине. У Китая выход есть, в отличие от США.
",0
"Вот из за этих ножек разговоров то. Ножки сделали из композитной арматуры и нейлоновых стяжек и все вопрс закрыт. Гнуть ее еще во придумали.
",0
"25 соседских сетей в 2,4 вот график скорости моего телефона в 2,4 (хотя 5ггц он тоже видит, но у нее радиус хуже, по этому только на телевизорах использую)
",0
Переезжать в другой регион? Или опять история про семья ограничивает ?,0
"Видел сзади на бампере надпись: будешь гнать, отцу расскажу .
",1
Такая же ситуация )) вот только я их боись а она как назло ловит и жрет их у меня на виду,0
"1) ещё раз повторюсь, самооборона, или пропитание это одно. и обоих вышеперечисленных случаях животное не испытывает страданий, или испытывает их по минимуму. Я не покупаю мясо собаки в магазине. Убийство абсолютно невиновных конкретных животных, продиктованное просто дебильными убеждениями, которые в свою очередь продиктованы просто желанием убивать, Но на людей очка не хватает - это прямое показание к химической кастрации данного индивидуума, а также обезглавливание при повторении подобного эпизода. 2) даже если ты очень хороший борец, и это видно издалека, я я, если бы увидел как ты причиняешь вред животному, Я бы уничтожил тебя. Если я, даже сидя на диване, или гуляю на улице увижу подобную мразь, ей будет так же больно, как животным.
",1
"Жизнь в другой стране не товар, который нужно рекламировать. Хотите жить в говне - добро пожаловать в РФ.
",0
"Бомбишь с куколдизма своей страны Аррррря ти кремлебот, ни слова плохого про Украину!!11
",1
"Это нетрудно. 1. копия извещения о перемене места жительства, 2. Копии писем банка на новый адрес.
",0
"Были мы там с женой, на этих гонках) все именно так, 10 минут ждешь, пока все проедут круг, потом минуту крутишь головой за этими вжиками и снова ждешь) Самое интересное это в баре трансляцию смотреть, а не на трассе - шумно, в интересных местах еще и тесно, к трассе не пробраться, города перекрыты, до магазинов сложно дойти, до места проживания тоже)
",0
"Нашлась девушка. Спасибо большое.
",0
"Ну если успел нотариальный скрин сайта заверить - тогда да, может даже прокатить... Но там 99 сноска есть принятая в духе предоставленный на сайте товар не отражает точной картины и модели
",0
"Я не топил. За кого топить-то? За бандитов, которые сейчас делят власть в ЛДНР, взрывая друг друга?
",1
"Я покупал такой набор, правда там был с виноградом. Все делал с ребенком по инструкции. Но ничего не вышло .
",0
"В принципе, это тоже можно зачитать.
",0
"Меня так умиляет, как в его паблике называют своих подписчков - чидакеры . Маленькие милые чидакеры.
",1
"Какой ты строитель?Офисный?
",0
"А белые люди убивают меньше десятки миллионов трупов в войнах меньше )
",1
"Не заправляю. Но и не подворачиваю штанины, чтоб мои носки в горошек у всех на виду были. Ебанутые сука, что весной, что осенью. На улице -3, -5, они с подворотами и голыми лодыжками бродят в летних кроссовках с огромной соплей под носом. Зато носки свои всем показали, в тон джинсам.
",1
"Наконец то коммент по делу!)
",1
"В хорватском городе Сплит в субботу, 23 февраля, был зафиксирован сильнейший ветер с порывами до 48,8 метра в секунду, что является рекордом за все время измерений. Всё ж надо бы уточнить, что это рекорд города Сплит, а не мировой.
",0
"Значит я правильно понял, спасибо.
",0
"Да вроде также делаю, спасибо!!
",0
"Нижний Новгород, улица Дьяконова, стоят подряд (метров 100-150 между ними) пятёрочка - магнит - магнит - пятёрочка. Все с одной стороны улицы.
",0
"Это говорит о том что не исправен мотор ,если мотор исправен он работает тише современного холодильника.
",0
"Черно-белые фильмы мне вообще не вставляют как правило, видимо скудная визуальная составляющая
",0
"Модератор не мой, я просто разместил объяву.
",1
"Скотопоносным скрепоублюдкам опять неприятна, ахаха
",1
"по себе знаю что если билет берется в обе стороны то без посадки на стыковке они анулируют обратные билеты. речь здесь об упущенной прибыли если бы они продали билеты раздельно. и я вообще не оправдываю авиакомпанию. ясно что это по большей части наглость маркетинга, а уж суд так совсем борзость.",0
"Саша из нескучного саунда охуенный.
",1
"Не все муслимы террористы, но все террористы - муслимы (до недавнего времени)
",0
"проблема не в ИПшках, а в том, что он очередной поехавший Д Артаньян Проблема в том, что за последние 10 лет экономика и гражданские права просели. Это первое что давит на крышу молодежи. Перелет из Хабаровска в Москву стоит от 10к От 13 с багажом, но вообще от 20. Подушечку на три месяца приплюсуйте, необходимость себе во всем отказывать пока копишь - и выйдет сильно дороже б у ружбайки. Опять же, это не служит поводом для убийства детей в обычной школе В данном конкретном случае он еще никого не успел убить. И еще не факт, что дело не сфабриковано - ружье, листовки, телефоны и жесткачи - еще не показатель покушения на преступление. Люди берутся за оружие от отчаяния.
",0
"Ага, там формулировка в решении просто шикарная: Ссылки в жалобе на то, что решения о сносе старой линии электропередач, а также увеличении размера членских взносов, приняты общим собранием СНТ Хлеб , которые не были истцом оспорены, судебной коллегией отклоняются, поскольку не свидетельствуют о правомерности действий ответчика по отключению земельного участка истца от энергоснабжения. Ну то есть, что снесли - ок, не оспариваем, но что отключили - вы неправы! И тут я в синий экран выпала: а как можно снести, не отключая. И да, там несколько раз повторяется, что СНТ - не электроснабжающая организация, поэтому это не ее полномочия, отключать.
",0
"На Аляске пост мэра занимал кот на протяжении 20 лет. Он что, с какими-то хохлами не сможет справиться?
",1
"Вам бы к психиатру, а не ко мне, а то видите то чего нет
",1
"Кровать, кстати, очень качественная, лет десять - как новая.
",0
"И для скептиков. Такую сумму (почти лям) ей, конечно же, не заплатили. Ей рабочий день сократили, на работу вызывали не каждый день.
",0
"Двачую, непонятно откуда столько хохлов в последнее время набежало. После деанона активизировались или из соседних раковых тредов на этой доске?
",1
"Можно проще, камера, онлайн трансляция оператору мины и он решает когда и как, обрыв сигнала детонация
",0
"2. Запрещены посты не по теме, посты о поиске фильмов и неинформативные посты (в том числе посты в стиле Сегодня день рождения у ... , сегодня прошло N лет со дня выхода фильма ... и тому подобные, не несущие никакой информации помимо самой даты).
",0
"Какую коммуналку? Газ на счетчике, энергия тоже. Вода тоже. Если есть скважина, то за водоотвод не платишь. Ибо вода не учтенная. Обогрев дома разве что... Но при бюджете дома лямов 10, ты уверен что 100к за его обогрев в год для хозяина деньги?
",0
"Данные из тупого идиота и руССкого фашиста Мендел еева: русских в 1950 году должно быть 350 миллионов. Гитлер убил 22 миллиона и убивал только с 1941 года. Где остальные?
",1
"Да не, просто вкорячить ещё два диода Шоттки на соответствующий ток, ну и кондёр между ними ёмкостью побольше (4700мкф и выше). Я так fm-трансмиттер дорабатывал, тоже выл от зажигания, в тон оборотам. Два диода на плюс и минус в соответствии с полярностью (в идеале нужен полный мост, но и так неплохо) по 15 центов (на 1.5А за глаза), конденсатор из старой гамнитолы и шума практически не стало, только когда громкость уже до предела задираешь...
",0
"ЕСЛИ БЫ ГОПНИК НЕ УДАРИЛ ПОТЕРПЕВШЕГО В ГОЛОВУ, ТО ЕГО УДАРИЛИ БЫ СОЛДАТЫ НАТО!!!
",1
"На высоте более 5 км ,без подготовки, длительно находится не рекомендуется
",0
"Байкеры уже не те ряяя
",1
"эти фантазии хохла-опущенца
",1
"Ну, .338 или chey tac действительно дорогие, тут согласен. Но опять же - для каких целей. Не думаю, что у Т-5000 или Сумрака какого-нибудь будет настрел больше пары десятков в год. Просто, даже при моем уважении к мосинке, она не способна дать пол МОА, а в полицейской операции или стрельбе хотя бы на 300 это крайне важно.
",0
"Я хуею как сосачеры, где большиство прыщавые жиртресты и рахиты, выступают против бодипозитивизма. Хочешь чтобы тебя называли гноем, а ты страдал и не выходил из дома из-за насмешек, набирая еще жиры и тд ? Ваше дело, мудилы, у вас в Барнауле так и делают. Продолжайте полнеть.",1
"Есть такая книга Атлант расправил плечи думаю поможет
",0
"могут ли они заплатить за услуги, которые будут пользоваться только они, деньгами клиентов?
",0
"Работал генподрядчиком на дочку Га прома. Которая раньше была на Научном проезде, а сейчас в Румянцево. Работа была в глубинке, но раз месяц приходилось летать в Москву с документацией. В Москве было всё норм. Но на самом объекте (самого Газпрома) был капец. Нас - подрядчиков считали 2-м сортом. В столовую запускали после самих газпромовцев (жаловались ,что после нас салатов не оставалось). А сами дрожали за свои места, стучали друг на друга, нормальные ребята не стерпев уходили. Хотя гордо твердили о корпоративных стандартах, в том числе и производственных отношениях. Так что ТС не расстраивайся, сам бы убежал.
",0
"А я не правду написал?! И с чего ты сделал такой вывод? Вот объективно? Я что-то подобное утверждал? Или ты знаешь меня, что делать выводы о моих навыках? Или это прям реально круто- за 10-20-30 лет научиться бросать вермишель в котел, слегка её закручивая?",1
"Как будто желающего за это кто-то осудит. Это его право, раз ВК всячески усложняет процесс удаления.
",0
"С каких пор порноскримеры нарушают что-то В том и проблемы, что не нарушают ничего, и нашелся умник, начавший этим злоупотреблять и использовать тред для своего увеселения. Свобода ебать, что хочет то и вставляет. Иди поезд-тред создай, зацени свободу. Я уже не говорю об аниме треде, где трут постоянно и хуй пойми что и за что. Там никакой проблемы с удалением постов нет, а как из вебм треда удалить десяток постов, и въебать банхаммером по голове одному (одному, блядь!) дебилу, так это нет, отказывают клавиатуры, мышки, пропадает интернет и отсыхают руки. Ну не могут эти ебаные мочераторы почистить говно там, где их просят. Сделай вебмки тише и будет тебе Щасте. Серьезно? Я должен дрочить звук каждый раз, потому что какой-то дебил решил перед мамкой похвастаться, как он траллит двощи заброской скримеров? Ты гениален, ответ 10 10 просто. Так может и вайпы не трогать, ну не понравился тред кому-то, или просто захотелось повеселиться. Пусть остальные скрывают посты, куклу настраивают.
",1
"Извини тебе в грязном ходить приятно?
",0
"66-72 миллиона лет назад это произошло. так что точность до 6 миллионов лет.
",0
"приходит умный человек и помогает ему научиться печатать всеми 10-ю пальцами. Нет, он просто говорит, что печатать одним пальцем - нормально, что однопальцевые - это вариант нормы, в древней Греции печатать одним пальцем было мужественно и т.д. Насчет последнего абзаца - опять же это стереотипы. Женщина, умеющая драться - лесбуха? Потому что драться - задача мужчины ? Мужчина, любящий шопиться и готовить - пидор? Мужчина, ухаживающий за собой? Красящий губы и носящий стринги - пидор? Кто решил, что косметика и стринги - удел женщин? Формально, это просто одежда. А если мужчина любит анальные ласки со своей девушкой? С чего бы он от этого стал пидором или, тем более, женщиной в мужском теле ? Моя мысль в одном абзаце. Нет нормы, и не отклонений. Нет внутренних границ. Бывают сексуальные предпочтения и желания. И отличия умного подхода от подхода в лоб - не ставить в этих предпочтениях жестких границ, перенося людей из группу в группу . Отказываться от классификации людей. Разделять и классифицировать людей - это простите, недобитый фашизм, пусть и не ставящий своей целью истребление.
",0
"Задолбал этот культ войны.
",1
"Да квантовая механика тоже не полный ад. Хотя я уже мало что помню, в институте другие вещи интересовали, к сожалению.
",0
"У меня есть кирпич ксениум и его так редко надо заряжать, что я частенько не могу найти его зарядку. В дороге просто шик, можно вообще ни разу не заряжать за 2 недели.
",0
"Да что уж там, весь фильм офигенно снят.
",0
"Ну по крайней мере 2 книги отмечено как он перевел, а больше переводчики не указаны
",0
"В укладке напольной плитки самое главное - полное заполнение подплитного пространства клеем. Так как в вашем случае плитка будет укладываться на слой, я бы порекомендовал использовать СВП, она поможет избежать появления зубов на стыках двух соседних плит при неравномерной усадке клея.
",0
"К последнему более подошла бы фраза Зачем вам всем жрать, если могу пожрать только один я.
",1
"фишка в том, что у нас ездят трамваи из одной секции
",0
"Работают на шахте по добыче радиоактивной руды Из СИЗ только самый дешевый недо-лепесток
",0
"Больше слушай лысого пиздабола, посмотрел его высер в каждом слове пиздеж гнилой пидор этот воложанин... Я за этим парашным проектом 5 лет наблюдал с первого выпуска. Да они там все гнилые, когда качёк первый выпуск выложил на ютуб получил порцию ссанины в ебало сделал высер с которого лысый пидор весь смысл скопировал в своём видосе выше.
",1
"И ты все такой же даун
",1
"нужно поделиться Заслать их пендосам.
",1
"если хохлы это лахта,то они существуют страно что еще накрутчик раги не врубили
",1
"Все условия, что не указаны в самом договоре страхования полисе, всегда указаны в Правилах страхования, которые должны выдаются вместе с самим договором, а еще доступны на сайте страховщика (иногда в не очевидном месте, но это, блэт, спасибо разработчикам сайта-рукожопам и маркетологам). В самом договоре, как правило, указывается только наименование страхового риска, а что в него входит указано в Правилах страхования. Не знаю какой у вас случай был, но обычно в покрытие почти всегда включена защита от пожаров по любым причинам, заливов от соседей и кражи. Это стандартные риски при страховании имущества.
",0
"Есть ещё такой банк, как Ренессанс Кредит. Купил жене на НГ телефон в рассрочку на год через них. Пол года платили обязательные платежи, решил досрочно остаток погасить. Позвонили, узнали сумму, я оставил заявку на досрочное погашение. Т.к. я в рейс ушёл в тот день, деньги на счёт внесла жена, даже больше, чем надо на 200 рублей. В итоге через пол года звонят из банка, мол, вы злостный должник, в последний месяц не доплатили 200 рублей и теперь должны 950 р. Ну так что, будем платить или как? В любом случае в вашей корзине появится запись и вы можете быть внесены в ЧС банка. Пиздец у меня пригорело в тот момент. Я ругался, говорил, что они напутали, а мне ответили, что напутал я,а у них все ОК. Я сразу 1000 на тот счёт перевёл, чтобы дальше ничего не насчитывали и заказал КИ. В итоге они отстали от меня, в КИ запись о просрочке и когда я оставлял заявку на кредит в Сбере, названивали, мол, мне предварительно одобрен кредит. Естественно, были посланы.
",0
"Если возраст молодой (близко к 30) лучше сразу планировать заработать на новое...
",0
"Это не сериал, а фильм.
",0
"Не совсем все, это называется мобилизация в случае объявления военного положения и существует целый перечень льготников
",0
"Ну малыш ТГК2 может свободно ездить со скоростями до 60 км ч, хотя для линий с интенсивным движением это и маловато. Стрелки что на пром.путях, что на общего пользования одни и те же, тогда бы он сходил и при работе. Тут другой вопрос - в большинстве своем тепловозик укатывается частником уже до такого состояния, что его проще будет либо на металл попилить прямо на месте, либо продать страждущим, либо доставить таким вот способом к месту ремонта, потому как чисто по состоянию ходовой части, кол.пар, ему дадут ограничение 10 км в и естественно с такой скоростью никто его по перегону пропускать не будет, да если и предложат отдельную нитку в графике - это будет очень дорого. Так-то, если всё нормально, их в составе грузового поезда могут перегонять и это уже куда дешевле.
",0
"а по чему считают стаж? потом перед пенсией разве не заставляют стаж подтверждать записями из трудовой?
",0
"Не всё так однозначно. Даже если участок приобретен до брака, то строительство дома, подведение коммуникаций и другие модернизации на участке при совместной жизни, увеличивают его стоимость. Даже если дом снесли, узаконенный план строительства все равно увеличивает стоимость участка. И если увеличение стоимости произошло в период брака, то второй супруг при разводе имеет право на часть имущества.",0
"У меня телефон с акумом на 2550 мач, так он со всей выключенной херней прогнозировал месяц пролежать без дела. То этот походу у меня бы пролежал более полугода.
",0
"А в каком месте дурь то? Сменная обувь нужна по нескольким причинам: уменьшение срача в помещениях, потому как зимой по СНГ хрен найдешь идеально чистые улицы, а после снега так вообщеькаша с говном, грязью и химией. А если учесть объем детей в школах, их желание выбежать на улицу на перемене, то во многих районах будет потоп в виде грязных луж в помещениях. Ну и естственно сменная обувь на физру, как ни как это спорт и заниматься там надо в правильной обуви.
",0
"Извиняюсь, но есть две системы смешения цветов, аддитивная и субтрактивная. Rgb и cmyk, всякие labы сейчас не рассматриваем, давайте договоримся. Так что про два цвета - несколько притянуто за уши. Можно, конечно, и с этой точки рассмотреть, но глаз - ргбэшный... Так что, извините. Тот же белый или черный является произведением или отсутствием произведения красного, зелёного, синего... Я могу ошибаться. Но теории про два цвета не слышал. Буду благодарен, если ткнете носом.
",0
"все верно. Никаких вариантов упасть, только вечный рост. Зато медленный.
",0
"Насчёт носим с удовольствием - это просто шутка, естественно. Один из популярных речевых оборотов людей, торгующих на рынке Барабашова в Харькове, не знаю, как в других местах. Носите с удовольствием , большевато . Маловасто , маломерит , большемерит , красыва юбка , боталы и т.д. Гамаши же обычно шились со штрипками, которые не давали им задираться вверх, обнажая лодыжки. В общем, для нынешних любителей штанов с подворотами вообще не вариант. Штрипки- это те самые тесёмки, которые фиксируют гамаши на ноге. Могли ещё в советское время шиться с боковыми пуговками. Фото из сети.
",0
"оштрафовали остановили и выписали штраф? Тогда оштрафуют и второй раз. Т.к. ты начал движение заново. и нарушил заново. Если же камера, то да, скорее всего придет один штраф
",0
